,name_id,gsis_id,display_name,football_name,first_name,last_name,short_name,status,dob,college,height,weight,entry_year,rookie_year,draft_number,draft_round,draft_team,headshot_url
376,Garrett Grayson,00-0032148,Garrett Grayson,Garrett,Garrett,Grayson,G.Grayson,DEV,1991-05-29,Colorado State,74.0,220.0,2015.0,2015.0,75.0,3.0,NO,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z61wwuev8vtlodc1ph3t"
377,Gary Cuozzo,,,,,,,,,,,,,,,,,
378,Gary Danielson,,,,,,,,,,,,,,,,,
379,Gary Hogeboom,,,,,,,,,,,,,,,,,
380,Gary Huff,,,,,,,,,,,,,,,,,
381,Gary Keithley,,,,,,,,,,,,,,,,,
382,Gary Kerkorian,,,,,,,,,,,,,,,,,
383,Gary Kubiak,00-0009490,Gary Kubiak,,Gary,Kubiak,,RET,1961-08-15,,72.0,192.0,,,,,,
384,Gary Lane,,,,,,,,,,,,,,,,,
385,Gary Marangi,,,,,,,,,,,,,,,,,
386,Gary Wood,,,,,,,,,,,,,,,,,
387,Gavin Hardison,00-0039482,Gavin Hardison,Gavin,Gavin,Hardison,G.Hardison,CUT,,Texas-El Paso,75.0,215.0,2024.0,2024.0,,,,
388,Geno Smith,00-0030565,Geno Smith,Geno,Eugene,Smith,G.Smith,ACT,1990-10-10,West Virginia,75.0,221.0,2013.0,2013.0,39.0,2.0,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izkm5yyxybb5uy5dkcgf"
389,George Blanda,,,,,,,,,,,,,,,,,
390,George Herring,,,,,,,,,,,,,,,,,
391,George Izo,,,,,,,,,,,,,,,,,
392,George Mira,,,,,,,,,,,,,,,,,
393,George Ratterman,,,,,,,,,,,,,,,,,
394,George Shaw,,,,,,,,,,,,,,,,,
395,George Taliaferro,,,,,,,,,,,,,,,,,
396,George Wilson,,,,,,,,,,,,,,,,,
397,Gibran Hamdan,00-0022112,Gibran Hamdan,,Gibran,Hamdan,,RET,1981-02-08,,76.0,220.0,,,,,,
398,Gifford Nielsen,,,,,,,,,,,,,,,,,
399,Gino Torretta,00-0016560,Gino Torretta,,Gino,Torretta,,RET,1970-08-10,,75.0,215.0,,,,,,
400,Giovanni Carmazzi,00-0019658,Giovanni Carmazzi,,Giovanni,Carmazzi,,RET,1977-04-14,,75.0,224.0,,,,,,
401,Glenn Carano,,,,,,,,,,,,,,,,,
402,Glenn Foley,00-0005379,Glenn Foley,,Glenn,Foley,,RET,1970-10-10,,74.0,220.0,1994.0,1994.0,208.0,,,
403,Graham Harrell,00-0027602,Graham Harrell,,Graham,Harrell,,RET,1985-05-22,,74.0,215.0,,,,,,
404,Greg Cook,,,,,,,,,,,,,,,,,
405,Greg Landry,,,,,,,,,,,,,,,,,
406,Greg McElroy,00-0028146,Greg McElroy,,Greg,McElroy,,RET,1988-05-10,,74.0,225.0,2011.0,2011.0,208.0,,,
407,Guido Merkens,,,,,,,,,,,,,,,,,
408,Gus Frerotte,00-0005589,Gus Frerotte,,Gus,Frerotte,,RET,1971-07-31,,75.0,233.0,1994.0,1994.0,197.0,,,
409,Harry Gilmer,,,,,,,,,,,,,,,,,
410,Heath Shuler,00-0014843,Heath Shuler,,Heath,Shuler,,RET,1971-12-31,,74.0,216.0,,,,,,
411,Hendon Hooker,00-0038550,Hendon Hooker,Hendon,Hendon,Hooker,H.Hooker,ACT,1998-01-13,Tennessee,76.0,218.0,2023.0,2023.0,68.0,3.0,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ym5l2he8pycechphzse6"
412,Henry Burris,00-0019764,Henry Burris,,Henry,Burris,,RET,1975-06-04,,72.0,195.0,,,,,,
413,Holton Ahlers,00-0038749,Holton Ahlers,Holton,Holton,Ahlers,H.Ahlers,CUT,1999-11-10,East Carolina,76.0,230.0,2023.0,2023.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gztkbv4ndditd20dggdp"
414,Hugh Millen,00-0011230,Hugh Millen,,Hugh,Millen,,RET,1963-11-22,,77.0,216.0,,,,,,
415,Hunter Cantwell,00-0026702,Hunter Cantwell,,Hunter,Cantwell,,RET,1985-12-30,,76.0,236.0,,,,,,
416,Hunter Enis,,,,,,,,,,,,,,,,,
417,Ian Book,00-0036929,Ian Book,Ian,Ian,Book,I.Book,DEV,1998-03-30,Notre Dame,72.0,212.0,2021.0,2021.0,133.0,4.0,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfizehze3lahkqm40vk4"
418,Ingle Martin,00-0024362,Ingle Martin,,Ingle,Martin,,RET,1982-08-15,,74.0,220.0,,,,,,
419,J'Mar Smith,00-0036095,J'Mar Smith,,J'Mar,Smith,,ACT,,,73.0,218.0,,,,,,
420,J.J. Jones,,,,,,,,,,,,,,,,,
421,J.J. McCarthy,00-0039923,J.J. McCarthy,J.J.,Jonathan,McCarthy,J.McCarthy,ACT,2003-01-20,Michigan,75.0,202.0,2024.0,2024.0,10.0,1.0,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t4ncswnffrpzp0jtldmx"
422,J.P. Losman,00-0022912,J.P. Losman,,J.P.,Losman,,RET,1981-03-12,,74.0,217.0,2004.0,2004.0,22.0,,,
423,J.T. Barrett,00-0034126,J.T. Barrett,J.T.,Joe,Barrett,J.Barrett,ACT,1995-01-23,Ohio State,74.0,225.0,2018.0,2018.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z4h2ru1yzcxjgoapokb6"
424,J.T. O'Sullivan,00-0021296,J.T. O'Sullivan,,J.T.,O'Sullivan,,RET,1979-08-25,,74.0,232.0,2002.0,2002.0,186.0,,,
425,JaMarcus Russell,00-0025388,JaMarcus Russell,,JaMarcus,Russell,,RET,1985-08-09,,78.0,260.0,2007.0,2007.0,1.0,,,
426,Jack Coan,00-0037390,Jack Coan,Jack,Jack,Coan,J.Coan,CUT,,Notre Dame,75.0,223.0,2022.0,2022.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/merir7tc1d7grpvqhq7d"
427,Jack Concannon,,,,,,,,,,,,,,,,,
428,Jack Heneghan,00-0034074,Jack Heneghan,Jack,Jack,Heneghan,J.Heneghan,CUT,1996-02-13,Dartmouth,76.0,230.0,2018.0,2018.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/na9fizmfr3a8py8mxnr8"
429,Jack Kemp,,,,,,,,,,,,,,,,,
430,Jack Plummer,00-0039501,Jack Plummer,Jack,Jack,Plummer,J.Plummer,ACT,1999-10-21,Louisville,77.0,215.0,2024.0,2024.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dg49og3tpz8gzkiisdt9"
431,Jack Scarbath,,,,,,,,,,,,,,,,,
432,Jack Thompson,,,,,,,,,,,,,,,,,
433,Jack Trudeau,00-0016628,Jack Trudeau,,Jack,Trudeau,,RET,1962-09-09,,75.0,220.0,,,,,,
434,Jacky Lee,,,,,,,,,,,,,,,,,
435,Jacob Eason,00-0036226,Jacob Eason,Jacob,Jacob,Eason,J.Eason,CUT,1997-11-17,Washington,78.0,227.0,2020.0,2020.0,122.0,4.0,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e2qgyhtngjk0llvaswxe"
436,Jacoby Brissett,00-0033119,Jacoby Brissett,Jacoby,Jacoby,Brissett,J.Brissett,U01,1992-12-11,North Carolina State,76.0,235.0,2016.0,2016.0,91.0,3.0,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux"
437,Jake Browning,00-0035100,Jake Browning,Jake,Jake,Browning,J.Browning,ACT,1996-04-11,Washington,74.0,209.0,2019.0,2019.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kuxgw7azlwgyv2ptawvf"
438,Jake Coker,00-0032490,Jake Coker,,Jake,Coker,,RET,,,77.0,232.0,,,,,,
439,Jake Delhomme,00-0004161,Jake Delhomme,,Jake,Delhomme,,RET,1975-01-10,,74.0,215.0,,,,,,
440,Jake Dolegala,00-0035394,Jake Dolegala,Jacob,Jacob,Dolegala,J.Dolegala,CUT,1996-10-07,Central Connecticut State,79.0,242.0,2019.0,2019.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gsmnsog5mltia36gir43"
441,Jake Fromm,00-0036197,Jake Fromm,Jake,William,Fromm,J.Fromm,ACT,1998-07-30,Georgia,74.0,222.0,2020.0,2020.0,167.0,5.0,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1dr9fc5smv3zpvygqil"
442,Jake Haener,00-0038998,Jake Haener,Jake,Jake,Haener,J.Haener,ACT,1999-03-10,Fresno State,73.0,195.0,2023.0,2023.0,127.0,4.0,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wugesxgiiuzs6fdymp57"
443,Jake Heaps,00-0032073,Jake Heaps,,Jake,Heaps,,RET,1991-06-19,,73.0,217.0,,,,,,
444,Jake Locker,00-0027946,Jake Locker,,Jake,Locker,,RET,1988-06-15,,75.0,223.0,2011.0,2011.0,8.0,,,
445,Jake Luton,00-0036312,Jake Luton,Jake,Jake,Luton,J.Luton,DEV,1996-04-11,Oregon State,78.0,236.0,2020.0,2020.0,189.0,6.0,JAX,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/krvobstakocdgp3puv0g"
446,Jake Plummer,00-0013042,Jake Plummer,,Jake,Plummer,,RET,1974-12-19,,74.0,212.0,1997.0,1997.0,42.0,,,
447,Jake Rudock,00-0032431,Jake Rudock,Jake,Jake,Rudock,J.Rudock,UFA,1993-01-21,Michigan,75.0,212.0,2016.0,2016.0,191.0,6.0,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lb8pxfnrvchcoy8y3c1h"
448,Jalan McClendon,00-0035570,Jalan McClendon,Jalan,Jalan,McClendon,J.McClendon,CUT,,Baylor,72.0,219.0,2019.0,2019.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hmf33ykpvhee7yx1fcac"
449,Jalen Hurts,00-0036389,Jalen Hurts,Jalen,Jalen,Hurts,J.Hurts,ACT,1998-08-07,Oklahoma,74.0,218.0,2020.0,2020.0,53.0,2.0,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k2p5yb4qmqwoo3qcapgt"
450,Jalen Morton,00-0035968,Jalen Morton,Jalen,Jalen,Morton,J.Morton,DEV,,Prairie View,76.0,226.0,2020.0,2020.0,,,,
451,Jameis Winston,00-0031503,Jameis Winston,Jameis,Jameis,Winston,J.Winston,U01,1994-01-06,Florida State,76.0,231.0,2015.0,2015.0,1.0,1.0,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/chdeosreuupotgq0eqlm"
452,James Blackman,00-0038683,James Blackman,James,James,Blackman,J.Blackman,CUT,,Arkansas State,77.0,190.0,2023.0,2023.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkjnlyxcxhiwqyhsn9wy"
453,James Franklin,00-0030723,James Franklin,,James,Franklin,,RET,,,74.0,230.0,,,,,,
454,James Harris,,,,,,,,,,,,,,,,,
455,James Morgan,00-0036301,James Morgan,James,James,Morgan,J.Morgan,CUT,1997-02-28,Florida International,76.0,213.0,2020.0,2020.0,125.0,4.0,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rp3euc21iwidtifjb08z"
456,James Ritchey,00-0013772,James Ritchey,,James,Ritchey,,RET,1973-07-10,,74.0,220.0,,,,,,
457,James Vandenberg,00-0029936,James Vandenberg,,James,Vandenberg,,RET,,,75.0,220.0,,,,,,
458,Jamie Martin,00-0010455,Jamie Martin,,Jamie,Martin,,RET,1970-02-08,,74.0,205.0,,,,,,
459,Jamie Newman,00-0036740,Jamie Newman,,Jamie,Newman,,,,,,,,2021.0,,,,
460,Jared Goff,00-0033106,Jared Goff,Jared,Jared,Goff,J.Goff,ACT,1994-10-14,California,76.0,223.0,2016.0,2016.0,1.0,1.0,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxyaiwwkabzmmphouxil"
461,Jared Lorenzen,00-0022590,Jared Lorenzen,,Jared,Lorenzen,,RET,1981-02-14,,76.0,285.0,,,,,,
462,Jared Zabransky,00-0024836,Jared Zabransky,,Jared,Zabransky,,RET,,,74.0,219.0,,,,,,
463,Jaren Hall,00-0038598,Jaren Hall,Jaren,Jaren,Hall,J.Hall,ACT,1998-03-24,Brigham Young,73.0,205.0,2023.0,2023.0,164.0,5.0,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ki7jq97gzu1dv16hi4jq"
464,Jarious Jackson,00-0019682,Jarious Jackson,,Jarious,Jackson,,RET,1977-05-03,,72.0,228.0,,,,,,
465,Jarrett Brown,00-0027376,Jarrett Brown,,Jarrett,Brown,,RET,,,75.0,225.0,,,,,,
466,Jarrett Guarantano,00-0037650,Jarrett Guarantano,Jarrett,Jarrett,Guarantano,J.Guarantano,CUT,1997-11-14,Washington State,75.0,207.0,2022.0,2022.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlit1g4sqlwomvkuecfr"
467,Jarrett Lee,00-0029459,Jarrett Lee,,Jarrett,Lee,,RET,,,73.0,210.0,,,,,,
468,Jarrett Stidham,00-0035264,Jarrett Stidham,Jarrett,Jarrett,Stidham,J.Stidham,ACT,1996-08-08,Auburn,75.0,214.0,2019.0,2019.0,133.0,4.0,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydf4deab7bxkpjztpze5"
469,Jason Bean,00-0039575,Jason Bean,Jason,Jason,Bean,J.Bean,ACT,1999-12-03,Kansas,75.0,205.0,2024.0,2024.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zxxuqmmnjevwu2vmzwez"
470,Jason Campbell,00-0023460,Jason Campbell,,Jason,Campbell,,RET,1981-12-31,,77.0,235.0,2005.0,2005.0,25.0,,,
471,Jason Fife,00-0022330,Jason Fife,,Jason,Fife,,RET,1981-01-23,,76.0,226.0,,,,,,
472,Jason Garrett,00-0005794,Jason Garrett,,Jason,Garrett,,RET,1966-03-28,,74.0,200.0,,,,,,
473,Jason Gesser,00-0021759,Jason Gesser,,Jason,Gesser,,RET,1979-05-31,,73.0,204.0,,,,,,
474,Jay Barker,00-0000755,Jay Barker,,Jay,Barker,,RET,1972-04-20,,75.0,220.0,,,,,,
475,Jay Cutler,00-0024226,Jay Cutler,Jay,Jay,Cutler,J.Cutler,UFA,1983-04-29,Vanderbilt,75.0,231.0,2006.0,2006.0,11.0,1.0,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ks6n7gvw4vccihlse6bn"
476,Jay Fiedler,00-0005180,Jay Fiedler,,Jay,Fiedler,,RET,1971-12-29,,74.0,225.0,,,,,,
477,Jay Schroeder,00-0014490,Jay Schroeder,,Jay,Schroeder,,RET,1961-06-28,,76.0,215.0,,,,,,
478,Jayden Daniels,00-0039910,Jayden Daniels,Jayden,Jayden,Daniels,J.Daniels,ACT,2000-12-18,Louisiana State,76.0,210.0,2024.0,2024.0,2.0,1.0,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mh9rkwpmq1rgfarg9rpm"
479,Jeb Blount,,,,,,,,,,,,,,,,,
480,Jeff Baker,00-0000630,Jeff Baker,,Jeff,Baker,,RET,1975-03-02,,75.0,215.0,,,,,,
481,Jeff Blake,00-0001335,Jeff Blake,,Jeff,Blake,,RET,1970-12-04,,73.0,223.0,1992.0,1992.0,166.0,,,
482,Jeff Brohm,00-0001810,Jeff Brohm,,Jeff,Brohm,,RET,1971-04-24,,73.0,205.0,,,,,,
483,Jeff Carlson,00-0002644,Jeff Carlson,,Jeff,Carlson,,RET,1966-05-23,,75.0,215.0,,,,,,
484,Jeff Christensen,,,,,,,,,,,,,,,,,
485,Jeff Driskel,00-0032436,Jeff Driskel,Jeff,Jeffrey,Driskel,J.Driskel,U01,1993-04-23,Louisiana Tech,76.0,235.0,2016.0,2016.0,207.0,6.0,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvyjv4da7ya6erhqx67m"
486,Jeff Francis,00-0005505,Jeff Francis,,Jeff,Francis,,RET,1966-07-07,,76.0,215.0,,,,,,
487,Jeff Garcia,00-0005755,Jeff Garcia,,Jeff,Garcia,,RET,1970-02-24,,73.0,205.0,,,,,,
488,Jeff George,00-0005885,Jeff George,,Jeff,George,,RET,1967-12-08,,76.0,214.0,1990.0,1990.0,1.0,,,
489,Jeff Graham,00-0006209,Jeff Graham,,Jeff,Graham,,RET,1966-02-05,,77.0,220.0,,,,,,
490,Jeff Hostetler,00-0007765,Jeff Hostetler,,Jeff,Hostetler,,RET,1961-04-22,,75.0,215.0,,,,,,
491,Jeff Kelly,00-0021334,Jeff Kelly,,Jeff,Kelly,,RET,1979-09-07,,73.0,212.0,,,,,,
492,Jeff Kemp,00-0009131,Jeff Kemp,,Jeff,Kemp,,RET,1959-07-11,,72.0,201.0,,,,,,
493,Jeff Komlo,,,,,,,,,,,,,,,,,
494,Jeff Lewis,00-0009868,Jeff Lewis,,Jeff,Lewis,,RET,1973-04-17,,74.0,211.0,,,,,,
495,Jeff Mathews,00-0030738,Jeff Mathews,,Jeff,Mathews,,RET,,,76.0,229.0,,,,,,
496,Jeff Otis,00-0024210,Jeff Otis,,Jeff,Otis,,RET,,,74.0,208.0,,,,,,
497,Jeff Rowe,00-0025538,Jeff Rowe,,Jeff,Rowe,,RET,1984-03-21,,77.0,221.0,,,,,,
498,Jeff Rutledge,00-0014208,Jeff Rutledge,,Jeff,Rutledge,,RET,1957-01-22,,73.0,195.0,,,,,,
499,Jeff Smoker,00-0022765,Jeff Smoker,,Jeff,Smoker,,RET,1981-06-13,,75.0,223.0,,,,,,
500,Jeff Terrell,00-0024820,Jeff Terrell,,Jeff,Terrell,,RET,,,74.0,220.0,,,,,,
501,Jeff Tuel,00-0030024,Jeff Tuel,,Jeff,Tuel,,RET,1991-02-12,,75.0,221.0,,,,,,
502,Jeff Van Raaphorst,,,,,,,,,,,,,,,,,
503,Jeremiah Masoli,00-0028197,Jeremiah Masoli,,Jeremiah,Masoli,,RET,,,71.0,220.0,,,,,,
504,Jerrod Johnson,00-0028370,Jerrod Johnson,,Jerrod,Johnson,,RET,,,77.0,250.0,,,,,,
505,Jerry Golsteyn,,,,,,,,,,,,,,,,,
506,Jerry Rhome,,,,,,,,,,,,,,,,,
507,Jerry Tagge,,,,,,,,,,,,,,,,,
508,Jesse Freitas,,,,,,,,,,,,,,,,,
509,Jesse Palmer,00-0020483,Jesse Palmer,,Jesse,Palmer,,RET,1978-10-05,,74.0,219.0,2001.0,2001.0,125.0,,,
510,Jim Ballard,00-0000683,Jim Ballard,,Jim,Ballard,,RET,1972-04-16,,75.0,223.0,,,,,,
511,Jim Cason,,,,,,,,,,,,,,,,,
512,Jim Crocicchia,,,,,,,,,,,,,,,,,
513,Jim Del Gaizo,,,,,,,,,,,,,,,,,
514,Jim Druckenmiller,00-0004546,Jim Druckenmiller,,Jim,Druckenmiller,,RET,1972-09-19,,77.0,234.0,,,,,,
515,Jim Everett,00-0005015,Jim Everett,,Jim,Everett,,RET,1963-01-03,,77.0,212.0,,,,,,
516,Jim Finks,,,,,,,,,,,,,,,,,
517,Jim Harbaugh,00-0006808,Jim Harbaugh,,Jim,Harbaugh,,RET,1963-12-23,,75.0,215.0,1987.0,1987.0,26.0,,,
518,Jim Hardy,,,,,,,,,,,,,,,,,
519,Jim Hart,,,,,,,,,,,,,,,,,
520,Jim Kelly,00-0009111,Jim Kelly,,Jim,Kelly,,RET,1960-02-14,,75.0,226.0,,,,,,
521,Jim LeClair,,,,,,,,,,,,,,,,,
522,Jim McMahon,00-0010997,Jim McMahon,,Jim,McMahon,,RET,1959-08-21,,73.0,195.0,,,,,,
523,Jim Miller,00-0011276,Jim Miller,,Jim,Miller,,RET,1971-02-09,,74.0,225.0,1994.0,1994.0,178.0,,,
524,Jim Murphy,00-0011843,Jim Murphy,,Jim,Murphy,,RET,1975-02-23,,75.0,230.0,,,,,,
525,Jim Ninowski,,,,,,,,,,,,,,,,,
526,Jim Plunkett,,,,,,,,,,,,,,,,,
527,Jim Powers,,,,,,,,,,,,,,,,,
528,Jim Root,,,,,,,,,,,,,,,,,
529,Jim Sorgi,00-0022744,Jim Sorgi,,Jim,Sorgi,,RET,1980-12-03,,77.0,196.0,2004.0,2004.0,193.0,,,
530,Jim Zorn,,,,,,,,,,,,,,,,,
531,Jimmy Clausen,00-0027659,Jimmy Clausen,Jimmy,Jimmy,Clausen,,ACT,1987-09-21,Notre Dame,74.0,210.0,2010.0,2010.0,48.0,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n5lf1tlpkvtck2j24krd"
532,Jimmy Garoppolo,00-0031345,Jimmy Garoppolo,Jimmy,James,Garoppolo,J.Garoppolo,ACT,1991-11-02,Eastern Illinois,74.0,225.0,2014.0,2014.0,62.0,2.0,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lbyjizqecoq4onrgectw"
533,Joe Burrow,00-0036442,Joe Burrow,Joe,Joe,Burrow,J.Burrow,ACT,1996-12-10,Louisiana State,76.0,216.0,2020.0,2020.0,1.0,1.0,CIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzzqz5ubkilrn9dpxtlp"
534,Joe Callahan,00-0032630,Joe Callahan,Joe,Joe,Callahan,J.Callahan,DEV,1993-06-04,Wesley,73.0,216.0,2016.0,2016.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n9nahsdhocngttt7hmdy"
535,Joe Dufek,,,,,,,,,,,,,,,,,
536,Joe Ferguson,,,,,,,,,,,,,,,,,
537,Joe Flacco,00-0026158,Joe Flacco,Joe,Joseph,Flacco,J.Flacco,U01,1985-01-16,Delaware,78.0,245.0,2008.0,2008.0,18.0,1.0,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvyoeojkif7tnfviamc"
538,Joe Francis,,,,,,,,,,,,,,,,,
539,Joe Gasparella,,,,,,,,,,,,,,,,,
540,Joe Geri,,,,,,,,,,,,,,,,,
541,Joe Germaine,00-0005902,Joe Germaine,,Joe,Germaine,,RET,1975-11-16,,74.0,220.0,,,,,,
542,Joe Gilliam,,,,,,,,,,,,,,,,,
543,Joe Hamilton,00-0019579,Joe Hamilton,,Joe,Hamilton,,RET,1977-03-13,,70.0,190.0,,,,,,
544,Joe Kapp,,,,,,,,,,,,,,,,,
545,Joe Licata,00-0033027,Joe Licata,,Joe,Licata,,RET,,,74.0,210.0,,,,,,
546,Joe Milton,00-0039398,Joe Milton,Joe,Joe,Milton,J.Milton,ACT,2000-03-06,Tennessee,77.0,235.0,2024.0,2024.0,193.0,6.0,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x1c3tu0bkgqokripa885"
547,Joe Montana,00-0011493,Joe Montana,,Joe,Montana,,RET,1956-06-11,,74.0,205.0,,,,,,
548,Joe Namath,,,,,,,,,,,,,,,,,
549,Joe Pisarcik,,,,,,,,,,,,,,,,,
550,Joe Reed,,,,,,,,,,,,,,,,,
551,Joe Theismann,,,,,,,,,,,,,,,,,
552,Joe Webb,00-0027796,Joe Webb,Joe,Joseph,Webb,J.Webb,UFA,1986-11-14,Alabama-Birmingham,76.0,230.0,2010.0,2010.0,199.0,6.0,MIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjieero9ugbyu7n1629h"
553,Joel Stave,00-0032614,Joel Stave,Joel,Joel,Stave,J.Stave,DEV,1992-05-16,Wisconsin,76.0,230.0,2016.0,2016.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fnq6tckrmt6ijt1wxuxz"
554,Joey Harrington,00-0021141,Joey Harrington,,Joey,Harrington,,RET,1978-10-21,,76.0,210.0,2002.0,2002.0,3.0,,,
555,John Beck,00-0025427,John Beck,,John,Beck,,RET,1981-08-21,,74.0,217.0,2007.0,2007.0,40.0,,,
556,John Brodie,,,,,,,,,,,,,,,,,
557,John David Booty,00-0026277,John David Booty,,John David,Booty,,RET,1985-01-03,,75.0,208.0,,,,,,
558,John Elway,00-0004884,John Elway,,John,Elway,,RET,1960-06-28,,75.0,215.0,,,,,,
559,John Fourcade,,,,,,,,,,,,,,,,,
560,John Friesz,00-0005600,John Friesz,,John,Friesz,,RET,1967-05-19,,76.0,220.0,1990.0,1990.0,138.0,,,
561,John Hadl,,,,,,,,,,,,,,,,,
562,John Huarte,,,,,,,,,,,,,,,,,
563,John Hufnagel,,,,,,,,,,,,,,,,,
564,John Lovett,00-0035161,John Lovett,John,John,Lovett,J.Lovett,CUT,1996-04-25,Princeton,75.0,225.0,2019.0,2019.0,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fvipxqujnb0t4bdy1ydz"
565,John McCormick,,,,,,,,,,,,,,,,,
566,John Navarre,00-0022827,John Navarre,,John,Navarre,,RET,1980-09-09,,78.0,243.0,2004.0,2004.0,202.0,,,
567,John Paci,00-0012489,John Paci,,John,Paci,,RET,1972-07-19,,75.0,218.0,,,,,,
568,John Paddock,00-0039723,John Paddock,John,John,Paddock,J.Paddock,CUT,2000-03-27,Illinois,72.0,190.0,2024.0,2024.0,,,,
569,John Parker Wilson,00-0026505,John Parker Wilson,,John Parker,Wilson,,RET,1985-10-17,,74.0,215.0,,,,,,
570,John Rauch,,,,,,,,,,,,,,,,,
571,John Reaves,,,,,,,,,,,,,,,,,
572,John Roach,,,,,,,,,,,,,,,,,
573,John Skelton,00-0027754,John Skelton,,John,Skelton,,RET,1988-03-17,,78.0,250.0,2010.0,2010.0,155.0,,,
574,John Stofa,,,,,,,,,,,,,,,,,
575,John Walsh,00-0017115,John Walsh,,John,Walsh,,RET,1972-12-12,,76.0,215.0,,,,,,
576,John Witkowski,,,,,,,,,,,,,,,,,
577,John Wolford,00-0034899,John Wolford,John,John,Wolford,J.Wolford,ACT,1995-10-16,Wake Forest,73.0,200.0,2018.0,2018.0,,,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y6biiyvgepsekqgoqb8i"
578,Johnny Green,,,,,,,,,,,,,,,,,
579,Johnny Johnson,00-0008547,Johnny Johnson,,Johnny,Johnson,,RET,1973-01-21,,73.0,202.0,,,,,,
580,Johnny Lujack,,,,,,,,,,,,,,,,,
581,Johnny Manziel,00-0031409,Johnny Manziel,Johnny,Johnny,Manziel,,ACT,1992-12-06,Texas A&M,72.0,210.0,2014.0,2014.0,22.0,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a0ql3eziqinxvo0szfhk"
582,Johnny Unitas,,,,,,,,,,,,,,,,,
583,Jon Kitna,00-0009311,Jon Kitna,,Jon,Kitna,,RET,1972-09-21,,74.0,220.0,,,,,,
584,Jon Stark,00-0015571,Jon Stark,,Jon,Stark,,RET,1973-02-22,,75.0,222.0,,,,,,
585,Jonathan Crompton,00-0027767,Jonathan Crompton,,Jonathan,Crompton,,RET,,,75.0,225.0,,,,,,
586,Jonathan Quinn,00-0013338,Jonathan Quinn,,Jonathan,Quinn,,RET,1975-02-27,,78.0,240.0,1998.0,1998.0,86.0,,,
587,Jordan LaSecla,00-0028763,Jordan LaSecla,,Jordan,LaSecla,,RET,,,75.0,205.0,,,,,,
588,Jordan Love,00-0036264,Jordan Love,Jordan,Jordan,Love,J.Love,ACT,1998-11-02,Utah State,76.0,220.0,2020.0,2020.0,26.0,1.0,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a8xqle2vmsnumawdhswb"
589,Jordan Palmer,00-0025592,Jordan Palmer,,Jordan,Palmer,,RET,1984-05-30,,77.0,230.0,,,,,,
590,Jordan Rodgers,00-0029956,Jordan Rodgers,,Jordan,Rodgers,,RET,,,73.0,212.0,,,,,,
